MANDT,QMNUM,FENUM,COUNTER,QMNUM_Z2,DELIVERPLAN,ACTUALCOMMITDATE,LASTCOMMITDATE,DELIVERPLANHIST,RECOMMITEDHIST,REMARKSRS,TIMESTAMPRS,REMARKSOC,TIMESTAMPOC,REMARKSVM,TIMESTAMPVM,REMARKSSPM,TIMESTAMPSPM,REMARKSPUR,TIMESTAMPPUR,REMARKSLOG,TIMESTAMPLOG,GSIREMARKS,CHANGES,STATUS,PRIORITY,AEDAT,AEUHR,AENAM
100,000313323708,1,1,001001449102,,,,,,,,,,,,,,,,,,,,,,,,
100,000313323739,1,1,001001454764,,,,,,,,,,,,,,,,,,,,,,,,
100,000313323753,1,1,001001229472,,,,,,,,Impossibilite de se connecter sur la UMP -,22-04-2024,Cloturer : Piece Bonne (NFF CTDI),25-09-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Piece Bonne (NFF CTDI)/Probleme fonctionnel/Fournisseur,,5M,,12-09-2024,01:49:52,NHS_BATCH
100,000313323796,1,1,001001229473,,,,,,,,Impossibilite de se connecter sur la UMP -,22-04-2024,Cloturer : Piece Bonne (NFF CTDI),25-09-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Piece Bonne (NFF CTDI)/Probleme fonctionnel/Fournisseur,,5M,,12-09-2024,01:49:52,NHS_BATCH
100,000313324122,1,1,001001258774,,,,,,,,RRU S2 en faute ne fonctionne pas -,22-04-2024,Cloturer : Shields (Refus RMA),25-09-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Shields (Refus RMA)/Probleme fonctionnel/Fournisseur,,5M,,21-09-2024,01:44:07,NHS_BATCH
100,000313324133,1,1,001001206317,,,,,,,,RRU S2 en faute ne fonctionne pas - a cloturer,22-04-2024,Cloturer : Shields (Refus RMA),25-09-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Shields (Refus RMA)/Probleme fonctionnel/Fournisseur,,5M,,21-09-2024,01:44:07,NHS_BATCH
100,000313324543,1,1,001001209188,,,,,,,,BB6641 R3 et non R2/FA comme Livres - CTDI: Vue avec Bytel - Problemesoft -,22-04-2024,Cloturer : Echange Standard,26-04-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Echange Standard/Probleme fonctionnel/Fournisseur,,5M,,26-04-2024,12:49:21,NHSALEVOI
100,000313324587,1,1,001001209189,,,,,,,,,,Cloturer : Dmd Bytel : Stockage (Refus RMA),26-06-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Dmd Bytel : Stockage (Refus RMA)/Probleme fonctionnel/Fournisseur,,5M,,26-04-2024,12:49:21,NHSALEVOI
100,000313324587,3,1,001001209190,,,,,,,,,,Cloturer : Piece Bonne,26-06-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Piece Bonne/Probleme fonctionnel/Fournisseur,,5M,,26-04-2024,12:49:21,NHSALEVOI
100,000313327099,1,1,001001216809,,,,,,,,CSG HS apres upgrade fait pendant l'IMES - probleme fonctionnel lors duchargement logiciel,22-04-2024,Cloturer : Shields (Refus RMA)/25/01 : Refuse en RMA,26-06-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Shields (Refus RMA)/25/01 : Refuse en RMA/Probleme fonctionnel/Fournisseur,,1,,22-03-2024,14:44:34,NHSALEVOI
100,000313327577,1,1,001001210462,,,,,,,,,,,,,,,,,,,,,,,,
100,000313327578,1,1,001001225071,,,,,,,,,,,,,,,,,,,,,,,,
100,000313327579,1,1,001001226595,,,,,,,,,,,,,,,,,,,,,,,,
100,000313327580,1,1,001001200756,,,,,,,,,,,,,,,,,,,,,,,,
100,000313327581,1,1,001001214078,,,,,,,,,,,,,,,,,,,,,,,,
100,000313327582,1,1,001001204626,,,,,,,,,,,,,,,,,,,,,,,,
100,000313327583,1,1,001001200610,,,,,,,,,,,,,,,,,,,,,,,,
100,000313327584,1,1,001001205267,,,,,,,,,,,,,,,,,,,,,,,,
100,000313327585,1,1,001001256016,,,,,,,,,,,,,,,,,,,,,,,,
100,000313327586,1,1,001001206689,,,,,,,,,,,,,,,,,,,,,,,,
100,000313327587,1,1,001001205084,,,,,,,,,,,,,,,,,,,,,,,,
100,000313327588,1,1,001001226617,,,,,,,,,,,,,,,,,,,,,,,,
100,000313327589,1,1,001001334506,,,,,,,,,,,,,,,,,,,,,,,,
100,000313327590,1,1,001001200599,,,,,,,,,,,,,,,,,,,,,,,,
100,000313327591,1,1,001001200570,,,,,,,,,,,,,,,,,,,,,,,,
100,000313330244,1,1,001001217691,,,,,,,,ANTENNE TAPEE LORS DU LEVAGE -,22-04-2024,Cloturer : Shields (COMSCOPE),26-04-2024,Dommage physique,30-07-2024,MMO,19-04-2024,,,Cloturer : Shields (COMSCOPE)/Dommage physique/MMO,,5M,,26-04-2024,12:49:21,NHSALEVOI
100,000313330355,1,1,001001209191,,,,,,,,HS  LES ne s'allume pas - a cloturer,22-04-2024,Cloturer : Echange Standard,27-08-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Echange Standard/Probleme fonctionnel/Fournisseur,,5M,,12-07-2024,01:25:07,NHS_BATCH
100,000313331287,1,1,001001204057,,,,,,,,Antenne Abimee physiquement,22-04-2024,Cloturer : Shields,26-04-2024,Dommage physique,30-07-2024,MMO,19-04-2024,,,Cloturer : Shields/Dommage physique/MMO,,5M,,26-04-2024,12:49:21,NHSALEVOI
100,000313331481,1,1,001001216810,,,,,,,,Modifications de base apres expedition de l'APL initiale -,22-04-2024,Cloturer : Echange Standard,26-04-2024,Echange equipement neuf,30-07-2024,MMO,19-04-2024,,,Cloturer : Echange Standard/Echange equipement neuf/MMO,,5M,,26-04-2024,12:49:22,NHSALEVOI
100,000313332033,1,1,001001208035,,,,,,,,impossible de se connecter au CSG,22-04-2024,Cloturer: Shields (Refus RMA),26-06-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer: Shields (Refus RMA)/Probleme fonctionnel/Fournisseur,,5M,,26-04-2024,12:49:22,NHSALEVOI
100,000313332045,1,1,001001215272,,,,,,,,"lors du TF, le ventilateur de la BB HS - Redresseur Eltek HS -",22-04-2024,Cloturer : Echange Standard,26-06-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Echange Standard/Probleme fonctionnel/Fournisseur,,5M,,26-04-2024,12:49:22,NHSALEVOI
100,000313332045,2,1,001001215273,,,,,,,,"lors du TF, le ventilateur de la BB HS - Redresseur Eltek HS -",22-04-2024,Cloturer : Shields (Dmd Bytel),07-10-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Shields (Dmd Bytel)/Probleme fonctionnel/Fournisseur,,5M,,11-10-2024,01:45:43,NHS_BATCH
100,000313332062,1,1,,,,,,,,,changement de band pour respect parite - a cloturer,22-04-2024,Cloturer : Shields (Dmd Bytel),21-06-2024,Changement de FH,30-07-2024,BYTEL,05-12-2024,,,Cloturer : Shields (Dmd Bytel)/Changement de FH/BYTEL,,,,05-12-2024,09:05:10,NHSFRSPM30
100,000313332062,2,1,,,,,,,,,changement de band pour respect parite - a cloturer,22-04-2024,Cloturer : Shields (Dmd Bytel),27-06-2024,Changement de FH,30-07-2024,BYTEL,05-12-2024,,,Cloturer : Shields (Dmd Bytel)/Changement de FH/BYTEL,,,,05-12-2024,09:05:10,NHSFRSPM30
100,000313332940,1,1,001001256940,,,,,,,,panne hardware failure -,22-04-2024,Cloturer : Echange Standard,27-08-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Echange Standard/Probleme fonctionnel/Fournisseur,,5M,,06-08-2024,01:24:06,NHS_BATCH
100,000313333253,1,1,001001217254,,,,,,,,Capot du dessus de l'antenne manquant -,22-04-2024,Cloturer : Shields,26-04-2024,Dommage physique,30-07-2024,MMO,19-04-2024,,,Cloturer : Shields/Dommage physique/MMO,,5M,,26-04-2024,12:49:22,NHSALEVOI
100,000313333491,1,1,001001220027,,,,,,,,Changement de FH apres envoie de l'APL initiale -,22-04-2024,Cloturer : Echange Standard,26-06-2024,Changement de FH,30-07-2024,BYTEL,05-12-2024,,,Cloturer : Echange Standard/Changement de FH/BYTEL,,5M,,26-04-2024,12:49:22,NHSALEVOI
100,000313333491,2,1,001001220028,,,,,,,,Changement de FH apres envoie de l'APL initiale -,22-04-2024,Cloturer : Echange Standard,26-06-2024,Changement de FH,30-07-2024,BYTEL,05-12-2024,,,Cloturer : Echange Standard/Changement de FH/BYTEL,,5M,,26-04-2024,12:49:22,NHSALEVOI
100,000313333491,3,1,001001212563,,,,,,,,Changement de FH apres envoie de l'APL initiale -,22-04-2024,Cloturer : Echange Standard,26-04-2024,Changement de FH,30-07-2024,BYTEL,05-12-2024,,,Cloturer : Echange Standard/Changement de FH/BYTEL,,5M,,26-04-2024,12:49:22,NHSALEVOI
100,000313333491,4,1,001001212564,,,,,,,,Changement de FH apres envoie de l'APL initiale -,22-04-2024,Cloturer : Echange Standard,26-04-2024,Changement de FH,30-07-2024,BYTEL,05-12-2024,,,Cloturer : Echange Standard/Changement de FH/BYTEL,,5M,,26-04-2024,12:49:22,NHSALEVOI
100,000313333712,1,1,001001227764,,,,,,,,,,,,,,,,,,,,,,,,
100,000313335397,1,1,001001213090,,,,,,,,,,,,,,,,,,,,,,,,
100,000313335403,1,1,001001210174,,,,,,,,,,,,,,,,,,,,,,,,
100,000313335437,1,1,001001210172,,,,,,,,,,,,,,,,,,,,,,,,
100,000313335438,1,1,001001207528,,,,,,,,,,,,,,,,,,,,,,,,
100,000313335442,1,1,001001208593,,,,,,,,,,,,,,,,,,,,,,,,
100,000313335443,1,1,001001208595,,,,,,,,,,,,,,,,,,,,,,,,
100,000313335453,1,1,001001208594,,,,,,,,,,,,,,,,,,,,,,,,
100,000313335454,1,1,001001208601,,,,,,,,,,,,,,,,,,,,,,,,
100,000313335459,1,1,001001205941,,,,,,,,,,,,,,,,,,,,,,,,
100,000313335462,1,1,001001222370,,,,,,,,,,,,,,,,,,,,,,,,
100,000313335470,1,1,001001208600,,,,,,,,,,,,,,,,,,,,,,,,
100,000313335472,1,1,001001207527,,,,,,,,,,,,,,,,,,,,,,,,
100,000313335475,1,1,001001210175,,,,,,,,,,,,,,,,,,,,,,,,
100,000313335478,1,1,001001211489,,,,,,,,,,,,,,,,,,,,,,,,
100,000313336440,1,1,001001208036,,,,,,,,CARTE HS,22-04-2024,Cloturer : Echange Standard,26-06-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Echange Standard/Probleme fonctionnel/Fournisseur,,5M,,26-04-2024,12:49:22,NHSALEVOI
100,000313337178,1,1,001001212565,,,,,,,,Probleme fonctionnel sur les SFP HUA-SFP 10.3125G 1310NM BSC6910generant une alarme,22-04-2024,Cloturer : Shields,26-04-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Shields/Probleme fonctionnel/Fournisseur,,5M,,26-04-2024,12:49:22,NHSALEVOI
100,000313337178,2,1,001001212566,,,,,,,,Probleme fonctionnel sur les SFP HUA-SFP 10.3125G 1310NM BSC6910generant une alarme,22-04-2024,Cloturer : Shields,26-04-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Shields/Probleme fonctionnel/Fournisseur,,5M,,26-04-2024,12:49:22,NHSALEVOI
100,000313340944,1,1,001001230732,,,,,,,,Port B HS - connecteur casse pendant le montage -,22-04-2024,Cloturer : Echange Standard,26-04-2024,Dommage physique,30-07-2024,MMO,19-04-2024,,,Cloturer : Echange Standard/Dommage physique/MMO,,5M,,26-04-2024,12:49:22,NHSALEVOI
100,000313340944,2,1,,,,,,,,,Port B HS - connecteur casse pendant le montage - Cloture le 12/01 suite a la demande d'Alexandre K.,22-04-2024,,,Dommage physique,30-07-2024,MMO,19-04-2024,,,Dommage physique/MMO,,,,30-07-2024,15:55:31,NHSFRSPM30
100,000313340944,3,1,,,,,,,,,Port B HS - connecteur casse pendant le montage - Cloture le 12/01 suite a la demande d'Alexandre K.,22-04-2024,,,Dommage physique,30-07-2024,MMO,19-04-2024,,,Dommage physique/MMO,,,,30-07-2024,15:55:31,NHSFRSPM30
100,000313340944,4,1,,,,,,,,,Port B HS - connecteur casse pendant le montage - Cloture le 12/01 suite a la demande d'Alexandre K.,22-04-2024,,,Dommage physique,30-07-2024,MMO,19-04-2024,,,Dommage physique/MMO,,,,30-07-2024,15:55:31,NHSFRSPM30
100,000313341211,1,1,001001209192,,,,,,,,Defaut de transmission,22-04-2024,Cloturer : Piece Bonne,26-06-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Piece Bonne/Probleme fonctionnel/Fournisseur,,5M,,26-04-2024,12:49:22,NHSALEVOI
100,000313341855,1,1,001001212567,,,,,,,,Erreur de commande Mono au lieu de Tri -,22-04-2024,Cloturer : Piece Bonne,26-06-2024,Echange equipement neuf,30-07-2024,MMO,19-04-2024,,,Cloturer : Piece Bonne/Echange equipement neuf/MMO,,5M,,26-04-2024,12:49:22,NHSALEVOI
100,000313342410,1,1,001001269056,,,,,,,,Erreur qualification radio du site - CTDI: Modification des Bases apresenvoie de l'APL initiale - Codage + validation BYTEL,22-04-2024,Cloturer : Shields (COMSCOPE),02-05-2024,Echange equipement neuf,30-07-2024,MMO,19-04-2024,,,Cloturer : Shields (COMSCOPE)/Echange equipement neuf/MMO,,5M,,01-05-2024,01:12:50,NHS_BATCH
100,000313342410,2,1,001001269057,,,,,,,,Erreur qualification radio du site - CTDI: Modification des Bases apresenvoie de l'APL initiale - Codage + validation BYTEL,22-04-2024,Cloturer : Shields (COMSCOPE),02-05-2024,Echange equipement neuf,30-07-2024,MMO,19-04-2024,,,Cloturer : Shields (COMSCOPE)/Echange equipement neuf/MMO,,5M,,01-05-2024,01:12:50,NHS_BATCH
100,000313342410,3,1,001001269058,,,,,,,,Erreur qualification radio du site - CTDI: Modification des Bases apresenvoie de l'APL initiale - Codage + validation BYTEL,22-04-2024,Cloturer : Shields (COMSCOPE),02-05-2024,Echange equipement neuf,30-07-2024,MMO,19-04-2024,,,Cloturer : Shields (COMSCOPE)/Echange equipement neuf/MMO,,5M,,01-05-2024,01:12:50,NHS_BATCH
100,000313342490,1,1,001001269059,,,,,,,,Genere une alarme - TI0000004791346 -,22-04-2024,Cloturer : Piece Bonne,03-05-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Piece Bonne/Probleme fonctionnel/Fournisseur,,5M,,03-05-2024,01:17:24,NHS_BATCH
100,000313342490,2,1,001001269060,,,,,,,,Genere une alarme - TI0000004791346 -,22-04-2024,Cloturer : Piece Bonne,03-05-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Piece Bonne/Probleme fonctionnel/Fournisseur,,1,,02-05-2024,16:02:07,NHSALEVOI
100,000313342490,3,1,001001269061,,,,,,,,Genere une alarme - TI0000004791346 -,22-04-2024,Cloturer : Piece Bonne,03-05-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Piece Bonne/Probleme fonctionnel/Fournisseur,,5M,,03-05-2024,01:17:24,NHS_BATCH
100,000313342490,4,1,001001269062,,,,,,,,Genere une alarme - TI0000004791346 -,22-04-2024,Cloturer : Piece Bonne,03-05-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Piece Bonne/Probleme fonctionnel/Fournisseur,,5M,,03-05-2024,01:17:24,NHS_BATCH
100,000313342490,5,1,001001269063,,,,,,,,Genere une alarme - TI0000004791346 -,22-04-2024,Cloturer : Piece Bonne,03-05-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Piece Bonne/Probleme fonctionnel/Fournisseur,,5M,,03-05-2024,01:17:25,NHS_BATCH
100,000313342490,6,1,001001269064,,,,,,,,Genere une alarme - TI0000004791346 -,22-04-2024,Cloturer : Piece Bonne,03-05-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Piece Bonne/Probleme fonctionnel/Fournisseur,,5M,,03-05-2024,01:17:25,NHS_BATCH
100,000313343184,1,1,001001204990,,,,,,,,,,,,,,,,,,,,,,,,
100,000313344127,1,1,001001256941,,,,,,,,RMA 313344056 remplacer par RMA 313344127 - impossible de communiqueravec site distant,22-04-2024,Cloturer : Echange Standard,27-08-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Echange Standard/Probleme fonctionnel/Fournisseur,,5M,,06-08-2024,01:24:06,NHS_BATCH
100,000313344416,1,1,001001229474,,,,,,,,Materiel HS - Defaut de transmission -,22-04-2024,Cloturer : Echange Standard,26-04-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Echange Standard/Probleme fonctionnel/Fournisseur,,5M,,26-04-2024,12:49:22,NHSALEVOI
100,000313344862,1,1,001001260248,,,,,,,,,,Cloturer : Echange Standard,26-06-2024,Changement de FH,30-07-2024,BYTEL,05-12-2024,,,Cloturer : Echange Standard/Changement de FH/BYTEL,,5M,,27-06-2024,01:13:18,NHS_BATCH
100,000313344862,2,1,001001257409,,,,,,,,Changement de FH -,22-04-2024,Cloturer : Echange Standard,06-05-2024,Changement de FH,30-07-2024,BYTEL,05-12-2024,,,Cloturer : Echange Standard/Changement de FH/BYTEL,,5M,,04-05-2024,01:20:46,NHS_BATCH
100,000313346382,1,1,,,,,,,,,,,RMA BEANTRAGUNG,13-11-2023,,,,,,,RMA BEANTRAGUNG,,,,13-11-2023,09:19:46,NHS000828
100,000313346397,1,1,001001233977,,,,,,,,Ticket TI0000004776024 perte de capa -,22-04-2024,Cloturer : Piece Bonne (NFF CTDI),25-09-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Piece Bonne (NFF CTDI)/Probleme fonctionnel/Fournisseur,,5M,,12-09-2024,01:49:52,NHS_BATCH
100,000313346397,2,1,001001233978,,,,,,,,Ticket TI0000004776024 perte de capa -,22-04-2024,Cloturer : Piece Bonne (NFF CTDI),25-09-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Piece Bonne (NFF CTDI)/Probleme fonctionnel/Fournisseur,,5M,,12-09-2024,01:49:53,NHS_BATCH
100,000313346489,1,1,001001232461,,,,,,,,,,,,,,,,,,,,,,,,
100,000313347547,1,1,001001258775,,,,,,,,Probleme Fonctionnel sur ODU T00C68 -,22-04-2024,Cloturer : Echange Standard,26-06-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Echange Standard/Probleme fonctionnel/Fournisseur,,5M,,04-05-2024,01:20:46,NHS_BATCH
100,000313347548,1,1,001001258776,,,,,,,,Le RRU ne Fonctionne pas - Retard : Rupture,22-04-2024,Cloturer : Echange Standard,30-05-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Echange Standard/Probleme fonctionnel/Fournisseur,,5M,,28-05-2024,01:02:31,NHS_BATCH
100,000313348199,1,1,001001216811,,,,,,,,PIM NOK -,22-04-2024,Cloturer : Shields,26-04-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Shields/Probleme fonctionnel/Fournisseur,,5M,,26-04-2024,12:49:22,NHSALEVOI
100,000313348338,1,1,001001214738,,,,,,,,Alarme sur FHT46165 BUERR NE A REMPLACER -,22-04-2024,Cloturer : Shields,26-04-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Shields/Probleme fonctionnel/Fournisseur,,5M,,26-04-2024,12:49:22,NHSALEVOI
100,000313348554,1,1,001001229475,,,,,,,,"Envoie materiel - attente retour MMO pour la responsabilite (Demandephoto choc) - Mail de relance fait le 21/11/2023 - Demande d'infosenvoyees au MMO qui n'a pas repondu, mais a renvoye le materiel le11/01/2024",22-04-2024,Cloturer : Echange Standard,26-04-2024,Dommage physique,30-07-2024,MMO,19-04-2024,,,Cloturer : Echange Standard/Dommage physique/MMO,,5M,,26-04-2024,12:49:23,NHSALEVOI
100,000313348672,1,1,001001221303,,,,,,,,Demande complementaire au lieu de demande d'echange - commande a refaire - commande refaite par le MMO -,22-04-2024,Cloturer : Echange Standard,26-04-2024,Rajout en accord avec DCI/Do infra / SCM,05-12-2024,MMO,19-04-2024,,,Cloturer : Echange Standard/Rajout en accord avec DCI/Do infra / SCM/MMO,,5M,,26-04-2024,12:49:23,NHSALEVOI
100,000313348672,2,1,001001221304,,,,,,,,Demande complementaire au lieu de demande d'echange - commande a refaire - commande refaite par le MMO -,22-04-2024,Cloturer : Echange Standard,26-04-2024,Rajout en accord avec DCI/Do infra / SCM,05-12-2024,MMO,19-04-2024,,,Cloturer : Echange Standard/Rajout en accord avec DCI/Do infra / SCM/MMO,,5M,,26-04-2024,12:49:23,NHSALEVOI
100,000313348672,3,1,001001221305,,,,,,,,Demande complementaire au lieu de demande d'echange - commande a refaire - commande refaite par le MMO -,22-04-2024,Cloturer : Echange Standard,26-04-2024,Rajout en accord avec DCI/Do infra / SCM,05-12-2024,MMO,19-04-2024,,,Cloturer : Echange Standard/Rajout en accord avec DCI/Do infra / SCM/MMO,,5M,,26-04-2024,12:49:23,NHSALEVOI
100,000313348924,1,1,001001219943,,,,,,,,,,Repair time extended,11-12-2023,,,,,Repair time extended,11-12-2023,Repair time extended/Repair time extended,,,,11-12-2023,14:50:42,NHSESLO01
100,000313348947,1,1,001001219924,,,,,,,,Advance replacement,24-01-2024,Repair time extended,11-12-2023,,,,,Repair time extended,11-12-2023,Repair time extended/Repair time extended,,,,24-01-2024,16:12:51,NHSESLO01
100,000313349810,1,1,001001220029,,,,,,,,Ret hs - a cloturer,22-04-2024,Cloturer : Echange Standard,26-04-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Echange Standard/Probleme fonctionnel/Fournisseur,,5M,,26-04-2024,12:49:23,NHSALEVOI
100,000313349943,1,1,001001230036,,,,,,,,,,,,,,,,,,,,,,,,
100,000313349951,1,1,001001448556,,,,,,,,,,,,,,,,,,,,,,,,
100,000313349964,1,1,001001230034,,,,,,,,,,,,,,,,,,,,,,,,
100,000313350609,1,1,001001229476,,,,,,,,Modification de base apres realisation de l'APL initiale -,22-04-2024,Cloturer : Piece Bonne,26-04-2024,Changement de FH,30-07-2024,BYTEL,05-12-2024,,,Cloturer : Piece Bonne/Changement de FH/BYTEL,,5M,,26-04-2024,12:49:23,NHSALEVOI
100,000313350609,2,1,001001229477,,,,,,,,Modification de base apres realisation de l'APL initiale -,22-04-2024,Cloturer : Piece Bonne,26-04-2024,Changement de FH,30-07-2024,BYTEL,05-12-2024,,,Cloturer : Piece Bonne/Changement de FH/BYTEL,,5M,,26-04-2024,12:49:23,NHSALEVOI
100,000313352543,1,1,001001207042,,,,,,,,,,,,,,,,,,,,,,,,
100,000313352544,1,1,001001210478,,,,,,,,,,,,,,,,,,,,,,,,
100,000313352545,1,1,001001210479,,,,,,,,,,,,,,,,,,,,,,,,
100,000313352546,1,1,001001222249,,,,,,,,,,,,,,,,,,,,,,,,
100,000313352547,1,1,001001211250,,,,,,,,,,,,,,,,,,,,,,,,
100,000313352548,1,1,001001272824,,,,,,,,,,,,,,,,,,,,,,,,
100,000313352549,1,1,001001209086,,,,,,,,,,,,,,,,,,,,,,,,
100,000313352550,1,1,001001207796,,,,,,,,,,,,,,,,,,,,,,,,
100,000313352551,1,1,001001210470,,,,,,,,,,,,,,,,,,,,,,,,
100,000313352552,1,1,001001212625,,,,,,,,,,,,,,,,,,,,,,,,
100,000313352553,1,1,001001222287,,,,,,,,,,,,,,,,,,,,,,,,
100,000313352554,1,1,001001209818,,,,,,,,,,,,,,,,,,,,,,,,
100,000313352555,1,1,001001210473,,,,,,,,,,,,,,,,,,,,,,,,
100,000313352556,1,1,001001210475,,,,,,,,,,,,,,,,,,,,,,,,
100,000313352557,1,1,001001207456,,,,,,,,,,,,,,,,,,,,,,,,
100,000313352558,1,1,001001256007,,,,,,,,,,,,,,,,,,,,,,,,
100,000313353960,1,1,001001258777,,,,,,,,CHGT TYPE FH ODU nok -,22-04-2024,Cloturer : Piece Bonne,26-06-2024,Changement de FH,30-07-2024,BYTEL,05-12-2024,,,Cloturer : Piece Bonne/Changement de FH/BYTEL,,5M,,26-04-2024,12:49:23,NHSALEVOI
100,000313353960,2,1,001001258778,,,,,,,,CHGT TYPE FH ODU nok -,22-04-2024,Cloturer : Echange Standard,26-06-2024,Changement de FH,30-07-2024,BYTEL,05-12-2024,,,Cloturer : Echange Standard/Changement de FH/BYTEL,,5M,,20-06-2024,01:03:25,NHS_BATCH
100,000313354749,1,1,001001220030,,,,,,,,Le ventilateur arriere ne fonctionne pas - Rupture depuis le 03/11/2023- date liv theo CTDI = 13/11/2023 - Retard : Rupture,22-04-2024,Cloturer : Echange Standard,26-04-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Echange Standard/Probleme fonctionnel/Fournisseur,,5M,,26-04-2024,12:49:23,NHSALEVOI
100,000313355493,1,1,001001233979,,,,,,,,Choque sur antenne lors de l'installation -,22-04-2024,Cloturer : Piece Bonne,26-04-2024,Dommage physique,30-07-2024,MMO,19-04-2024,,,Cloturer : Piece Bonne/Dommage physique/MMO,,5M,,26-04-2024,12:49:23,NHSALEVOI
100,000313356177,1,1,001001217255,,,,,,,,Commande complementaire au lieu de demande d'echange - commande arefaire - attente retour MMO - commande refaite par le MMO - OK pourenvoie -,22-04-2024,Cloturer : Echange Standard,26-04-2024,Probleme fonctionnel,30-07-2024,Fournisseur,19-04-2024,,,Cloturer : Echange Standard/Probleme fonctionnel/Fournisseur,,5M,,26-04-2024,12:49:23,NHSALEVOI
100,000313356269,1,1,001001314826,,,,,,,,Commande complementaire (313356092 & 313356229)  au lieu de demanded'echange - commande a refaire - attente retour MMO - commande refaitepar le MMO - Retard : demande informations complementaires,22-04-2024,Cloturer : Shields (Dmd Bytel),07-10-2024,Dommage physique,30-07-2024,MMO,19-04-2024,,,Cloturer : Shields (Dmd Bytel)/Dommage physique/MMO,,5M,,09-10-2024,01:46:04,NHS_BATCH
100,000313356288,1,1,001001217256,,,,,,,,Commande complementaire (313354727) au lieu de demande d'echange -commande a refaire - attente retour MMO - Demande photo de la zonetechnique endommagee - commande refaite par le MMO - Bcube OK lors del'envoie initiale - OK pour envoie de la zone,22-04-2024,Cloturer : Shields (Dmd Bytel),07-10-2024,Dommage physique,30-07-2024,MMO,19-04-2024,,,Cloturer : Shields (Dmd Bytel)/Dommage physique/MMO,,5M,,09-10-2024,01:46:05,NHS_BATCH
100,000313356288,2,1,001001217257,,,,,,,,Commande complementaire (313354727) au lieu de demande d'echange -commande a refaire - attente retour MMO - Demande photo de la zonetechnique endommagee - commande refaite par le MMO - Bcube OK lors del'envoie initiale - OK pour envoie de la zone,22-04-2024,Cloturer : Shields (Dmd Bytel),07-10-2024,Dommage physique,30-07-2024,MMO,19-04-2024,,,Cloturer : Shields (Dmd Bytel)/Dommage physique/MMO,,5M,,09-10-2024,01:46:05,NHS_BATCH
