MANDT,QMNUM,FENUM,COUNTER,QMNUM_Z2,DELIVERPLAN,ACTUALCOMMITDATE,LASTCOMMITDATE,DELIVERPLANHIST,RECOMMITEDHIST,REMARKSRS,TIMESTAMPRS,REMARKSOC,TIMESTAMPOC,REMARKSVM,TIMESTAMPVM,REMARKSSPM,TIMESTAMPSPM,REMARKSPUR,TIMESTAMPPUR,REMARKSLOG,TIMESTAMPLOG,GSIREMARKS,CHANGES,STATUS,PRIORITY,AEDAT,AEUHR,AENAM
100,000310065904,1,1,001000048828,,,,,,,,,,,,,,,,,,,,,,,,
100,000310072967,1,1,001000053100,,,,,,,,,,,,,,,,,,,,,,,,
100,000310073594,1,1,001000053097,,,,,,,,,,,,,,,,,,,,,,,,
100,000310074706,1,1,001000053101,,,,,,,,,,,,,,,,,,,,,,,,
100,000310075656,1,1,001000057785,,,,,,,,,,,,,,,,,,,,,,,,
100,000310075959,1,1,001000082055,,,,,,,,,,scrapped 26.05.2014,25-06-2014,,,,,,,scrapped 26.05.2014,,,,25-06-2014,11:58:04,NHSITPM03
100,000310076224,1,1,001000057787,,,,,,,,,,,,,,,,,,,,,,,,
100,000310076225,1,1,001000057768,,,,,,,,,,,,,,,,,,,,,,,,
100,000310076976,1,1,001000054746,,,,,,,,,,,,,,,,,,,,,,,,
100,000310077126,1,1,001000057762,,,,,,,,,,,,,,,,,,,,,,,,
100,000310077659,1,1,001000064718,,,,,,,,,,,,,,,,,,,,,,,,
100,000310077716,1,1,001000053096,,,,,,,,,,,,,,,,,,,,,,,,
100,000310077717,1,1,001000053095,,,,,,,,,,,,,,,,,,,,,,,,
100,000310078660,1,1,001000053988,,,,,,,,,,,,,,,,,,,,,,,,
100,000310078865,1,1,001000057783,,,,,,,,,,,,,,,,,,,,,,,,
100,000310079353,1,1,001000057773,,,,,,,,,,,,,,,,,,,,,,,,
100,000310079399,1,1,001000059175,,,,,,,,,,,,,,,,,,,,,,,,
100,000310080146,1,1,001000057784,,,,,,,,,,,,,,,,,,,,,,,,
100,000310080344,1,1,001000071233,,,,,,,,,,,,,,,,,,,,,,,,
100,000310080663,1,1,001000059173,,,,,,,,,,,,,,,,,,,,,,,,
100,000310081292,1,1,001000068437,,,,,,,,,,,,,,,,,,,,,,,,
100,000310081392,1,1,001000059185,,,,,,,,,,,,,,,,,,,,,,,,
100,000310084393,1,1,001000057778,,,,,,,,,,,,,,,,,,,,,,,,
100,000310084400,1,1,001000057776,,,,,,,,,,,,,,,,,,,,,,,,
100,000310084401,1,1,001000057772,,,,,,,,,,,,,,,,,,,,,,,,
100,000310084402,1,1,001000057763,,,,,,,,,,,,,,,,,,,,,,,,
100,000310084412,1,1,001000057764,,,,,,,,,,,,,,,,,,,,,,,,
100,000310084756,1,1,001000057777,,,,,,,,,,,,,,,,,,,,,,,,
100,000310085120,1,1,001000057782,,,,,,,,,,,,,,,,,,,,,,,,
100,000310086085,1,1,001000059187,,,,,,,,,,,,,,,,,,,,,,,,
100,000310086087,1,1,001000059190,,,,,,,,,,,,,,,,,,,,,,,,
100,000310086088,1,1,001000075184,,,,,,,,,,,,,,,,,,,,,,,,
100,000310086089,1,1,001000059179,,,,,,,,,,,,,,,,,,,,,,,,
100,000310086090,1,1,001000057786,,,,,,,,,,,,,,,,,,,,,,,,
100,000310086091,1,1,001000059188,,,,,,,,,,,,,,,,,,,,,,,,
100,000310086092,1,1,001000059171,,,,,,,,,,,,,,,,,,,,,,,,
100,000310088344,1,1,001000086607,,,,,,,,,,,,,,,,,,,,,,,,
100,000310089198,1,1,001000057781,,,,,,,,,,,,,,,,,,,,,,,,
100,000310089211,1,1,001000074424,,,,,,,,,,,,,,,,,,,,,,,,
100,000310089502,1,1,001000057650,,,,,,,,,,,,,,,,,,,,,,,,
100,000310090490,1,1,001000057780,,,,,,,,,,,,,,,,,,,,,,,,
100,000310091149,1,1,001000057774,,,,,,,,,,,,,,,,,,,,,,,,
100,000310091150,1,1,001000057775,,,,,,,,,,,,,,,,,,,,,,,,
100,000310092340,1,1,001000068412,,,,,,,,,,,,,,,,,,,,,,,,
100,000310092591,1,1,001000061695,,,,,,,,,,,,,,,,,,,,,,,,
100,000310092613,1,1,001000068416,,,,,,,,,,,,,,,,,,,,,,,,
100,000310092676,1,1,001000058872,,,,,,,,,,,,,,,,,,,,,,,,
100,000310092680,1,1,001000058902,,,,,,,,,,,,,,,,,,,,,,,,
100,000310092704,1,1,001000058899,,,,,,,,,,,,,,,,,,,,,,,,
100,000310092706,1,1,001000058892,,,,,,,,,,,,,,,,,,,,,,,,
100,000310092725,1,1,001000058901,,,,,,,,,,,,,,,,,,,,,,,,
100,000310092788,1,1,001000058891,,,,,,,,,,,,,,,,,,,,,,,,
100,000310092794,1,1,001000058882,,,,,,,,,,,,,,,,,,,,,,,,
100,000310092862,1,1,001000058873,,,,,,,,,,,,,,,,,,,,,,,,
100,000310092902,1,1,001000072387,,,,,,,,,,,,,,,,,,,,,,,,
100,000310092918,1,1,001000058856,,,,,,,,,,,,,,,,,,,,,,,,
100,000310092919,1,1,001000058867,,,,,,,,,,,,,,,,,,,,,,,,
100,000310092938,1,1,001000081691,,,,,,,,,,,,,,,,,,,,,,,,
100,000310092959,1,1,001000058903,,,,,,,,,,,,,,,,,,,,,,,,
100,000310093001,1,1,001000058898,,,,,,,,,,,,,,,,,,,,,,,,
100,000310093012,1,1,001000068413,,,,,,,,,,,,,,,,,,,,,,,,
100,000310093150,1,1,001000058862,,,,,,,,,,,,,,,,,,,,,,,,
100,000310093166,1,1,001000060403,,,,,,,,,,,,,,,,,,,,,,,,
100,000310093216,1,1,001000058896,,,,,,,,,,,,,,,,,,,,,,,,
100,000310093246,1,1,001000068420,,,,,,,,,,,,,,,,,,,,,,,,
100,000310093249,1,1,001000083308,,,,,,,,,,,,,,,,,,,,,,,,
100,000310093348,1,1,001000058870,,,,,,,,,,,,,,,,,,,,,,,,
100,000310093349,1,1,001000058895,,,,,,,,,,,,,,,,,,,,,,,,
100,000310093389,1,1,001000058886,,,,,,,,,,,,,,,,,,,,,,,,
100,000310093416,1,1,001000058851,,,,,,,,,,,,,,,,,,,,,,,,
100,000310093501,1,1,001000058866,,,,,,,,,,,,,,,,,,,,,,,,
100,000310093503,1,1,001000058897,,,,,,,,,,,,,,,,,,,,,,,,
100,000310093505,1,1,001000058875,,,,,,,,,,,,,,,,,,,,,,,,
100,000310093513,1,1,001000058893,,,,,,,,,,,,,,,,,,,,,,,,
100,000310093571,1,1,001000058894,,,,,,,,,,,,,,,,,,,,,,,,
100,000310093601,1,1,001000068414,,,,,,,,,,,,,,,,,,,,,,,,
100,000310093607,1,1,001000068424,,,,,,,,,,,,,,,,,,,,,,,,
100,000310093766,1,1,001000068419,,,,,,,,,,,,,,,,,,,,,,,,
100,000310094648,1,1,001000068773,,,,,,,,,,,,,,,,,,,,,,,,
100,000310094734,1,1,001000068418,,,,,,,,,,,,,,,,,,,,,,,,
100,000310094788,1,1,001000068774,,,,,,,,,,,,,,,,,,,,,,,,
100,000310094912,1,1,001000072386,,,,,,,,,,,,,,,,,,,,,,,,
100,000310094928,1,1,001000072649,,,,,,,,,,,,,,,,,,,,,,,,
100,000310095024,1,1,001000068417,,,,,,,,,,,,,,,,,,,,,,,,
100,000310096163,1,1,001000088215,,,,,,,,,,,,,,,,,,,,,,,,
100,000310097112,1,1,001000082064,,,,,,,,,,no goods received in GÖ,25-06-2014,,,,,,,no goods received in GÖ,,,,25-06-2014,11:58:07,NHSITPM03
100,000310097464,1,1,001000064269,,,,,,,,,,,,,,,,,,,,,,,,
100,000310097586,1,1,001000077729,,,,,,,,,,,,,,,,,,,,,,,,
100,000310098675,1,1,001000068410,,,,,,,,,,,,,,,,,,,,,,,,
100,000310098683,1,1,001000063181,,,,,,,,,,,,,,,,,,,,,,,,
100,000310099541,1,1,001000068422,,,,,,,,,,,,,,,,,,,,,,,,
100,000310100645,1,1,001000068423,,,,,,,,,,,,,,,,,,,,,,,,
100,000310100727,1,1,001000082683,,,,,,,,,,,,,,,,,,,,,,,,
100,000310101031,1,1,001000072652,,,,,,,,,,,,,,,,,,,,,,,,
100,000310101316,1,1,001000062852,,,,,,,,,,,,,,,,,,,,,,,,
100,000310101762,1,1,001000068415,,,,,,,,,,,,,,,,,,,,,,,,
100,000310101912,1,1,001000072664,,,,,,,,,,,,,,,,,,,,,,,,
100,000310101975,1,1,001000078849,,,,,,,,,,,,,,,,,,,,,,,,
100,000310104700,1,1,001000068384,"CW 26,2014",27-06-2014,17-06-2014,"CW 22,2014;CW 26,2014",30-05-2014,,,,,STILL UNDER REPAIR/STILL UNDER REPAIR,17-06-2014,,,,,,,STILL UNDER REPAIR/STILL UNDER REPAIR,,5,,17-06-2014,08:54:36,NHS001415
100,000310105132,1,1,001000072659,,,,,,,,,,,,,,,,,,,,,,,,
100,000310105202,1,1,001000068750,,,,,,,,,,,,,,,,,,,,,,,,
100,000310105748,1,1,001000072657,,,,,,,,,,,,,,,,,,,,,,,,
100,000310106427,1,1,001000068800,,,,,,,,,,,,,,,,,,,,,,,,
100,000310107445,1,1,001000068799,,,,,,,,,,,,,,,,,,,,,,,,
100,000310107790,1,1,001000072658,,,,,,,,,,,,,,,,,,,,,,,,
100,000310107866,1,1,001000075706,,,,,,,,,,,,,,,,,,,,,,,,
100,000310108913,1,1,001000072647,,,,,,,,,,,,,,,,,,,,,,,,
100,000310108940,1,1,001000072653,,,,,,,,,,,,,,,,,,,,,,,,
100,000310109267,1,1,001000072654,,,,,,,,,,,,,,,,,,,,,,,,
100,000310110148,1,1,001000079374,,,,,,,,,,Difficult Repair ; settled failures. foc,25-06-2014,,,,,,,Difficult Repair ; settled failures. foc,,,,25-06-2014,12:01:00,NHSITPM03
100,000310113814,1,1,001000083331,,,,,,,,,,,,,,,,,,,,,,,,
100,000310114819,1,1,001000125914,,,,,,,,,,,,,,,,,,,,,,,,
100,000310115475,1,1,001000074218,,,,,,,,,,,,,,,,,,,,,,,,
100,000310116254,1,1,001000080889,,,,,,,,PO REQUESTED CNSL150501/PO REQUESTED CNSL140601,18-05-2015,,,,,,,,,,,,,18-05-2015,14:45:03,NHS070287
100,000310116255,1,1,001000080891,,,,,,,,PO REQUESTED CNSL150501/PO REQUESTED CNSL140601,18-05-2015,,,,,,,,,,,,,18-05-2015,14:47:50,NHS070287
100,000310117612,1,1,001000074888,,,,,,,,,,,,,,,,,,,,,,,,
100,000310118178,1,1,001000082345,,,,,,,,,,Difficult Repair ; settled failures. foc,25-06-2014,,,,,,,Difficult Repair ; settled failures. foc,,,,25-06-2014,12:00:00,NHSITPM03
100,000310118625,1,1,001000077730,,,,,,,,,,,,,,,,,,,,,,,,
100,000310118975,1,1,001000077721,,,,,,,,,,,,,,,,,,,,,,,,
100,000310119032,1,1,001000126054,,,,,,,,,,,,,,,,,,,,,,,,
100,000310119674,1,1,001000077738,,,,,,,,,,,,,,,,,,,,,,,,
100,000310119878,1,1,001000082257,,,,,,,,,,no spareparts available (2900001709),25-06-2014,,,,,,,no spareparts available (2900001709),,,,25-06-2014,11:59:12,NHSITPM03
100,000310120345,1,1,001000078435,,,,,,,,,,,,,,,,,,,,,,,,
100,000310121407,1,1,001000103165,,,,,,,,,,,,,,,,,,,,,,,,
100,000310121967,1,1,001000082207,,,,,,,,,,no spareparts available (2900001709),25-06-2014,,,,,,,no spareparts available (2900001709),,,,25-06-2014,11:58:54,NHSITPM03
100,000310122523,1,1,001000079375,,,,,,,,,,,,,,,,,,,,,,,,
100,000310122644,1,1,001000079358,,,,,,,,,,,,,,,,,,,,,,,,
100,000310123814,1,1,001000079359,,,,,,,,,,,,,,,,,,,,,,,,
100,000310123815,1,1,001000079371,,,,,,,,,,,,,,,,,,,,,,,,
100,000310123816,1,1,001000079372,,,,,,,,,,,,,,,,,,,,,,,,
100,000310125468,1,1,001000082315,,,,,,,,,,no goods received in GÖ,25-06-2014,,,,,,,no goods received in GÖ,,,,25-06-2014,11:59:47,NHSITPM03
100,000310125473,1,1,001000083053,,,,,,,,,,,,,,,,,,,,,,,,
100,000310126540,1,1,001000082688,,,,,,,,,,,,,,,,,,,,,,,,
100,000310126541,1,1,001000082687,,,,,,,,,,,,,,,,,,,,,,,,
100,000310126929,1,1,001000082335,,,,,,,,,,no goods received in GÖ,25-06-2014,,,,,,,no goods received in GÖ,,,,25-06-2014,11:59:56,NHSITPM03
100,000310127925,1,1,001000080788,,,,,,,,,,,,,,,,,,,,,,,,
100,000310128935,1,1,001000081462,,,,,,,,,,,,,,,,,,,,,,,,
100,000310129594,1,1,001000083167,,,,,,,,,,,,,,,,,,,,,,,,
100,000310129944,1,1,001000089257,,,,,,,,,,,,,,,,,,,,,,,,
100,000310130406,1,1,001000081044,,,,,,,,,,,,,,,,,,,,,,,,
100,000310131045,1,1,001000082686,,,,,,,,,,,,,,,,,,,,,,,,
100,000310132492,1,1,001000086228,,,,,,,,,,,,,,,,,,,,,,,,
100,000310132566,1,1,001000080892,,,,,,,,PO REQUESTED CNSL150501/PO REQUESTED CNSL140601,18-05-2015,,,,,,,,,,,,,18-05-2015,14:50:02,NHS070287
100,000310136866,1,1,001000147066,,,,,,,,PO REQUESTED CNSL150501,18-05-2015,,,,,,,,,,,,,18-05-2015,14:52:18,NHS070287
100,000310136869,1,1,001000147067,,,,,,,,PO REQUESTED CNSL150501,18-05-2015,,,,,,,,,,,,,18-05-2015,14:54:28,NHS070287
100,000310142112,1,1,001000262005,,,,,,,,,,,,,,,,,,,,,,,,
100,000310145875,1,1,001000093515,,,,,,,,,,,,,,,,,,,,,,,,
100,000310145919,1,1,001000094842,,,,,,,,,,,,,,,,,,,,,,,,
100,000310145932,1,1,001000093540,,,,,,,,,,,,,,,,,,,,,,,,
100,000310148788,1,1,001000147069,,,,,,,,PO REQUESTED CNSL150501,18-05-2015,,,,,,,,,,,,,18-05-2015,14:56:23,NHS070287
100,000310153454,1,1,001000147072,,,,,,,,PO REQUESTED CNSL150501,18-05-2015,,,,,,,,,,,,,18-05-2015,15:11:54,NHS070287
100,000310153462,1,1,001000147074,,,,,,,,PO REQUESTED CNSL150501,18-05-2015,,,,,,,,,,,,,18-05-2015,15:15:08,NHS070287
100,000310157350,1,1,001000262830,,,,,,,,,,,,,,,,,,,,,,,,
100,000310157350,1,2,001000262830,,,,,,,,,,,,,,,,,,,,,,,,
100,000310164161,1,1,001000103524,,,,,,,,,,,,,,,,,,,,,,,,
100,000310174070,1,1,001000267239,,,,,,,,,,,,,,,,,,,,,,,,
100,000310175032,1,1,001000147076,,,,,,,,PO REQUESTED CNSL150501,18-05-2015,,,,,,,,,,,,,18-05-2015,15:21:30,NHS070287
100,000310175035,1,1,001000147077,,,,,,,,PO REQUESTED CNSL150501,18-05-2015,,,,,,,,,,,,,18-05-2015,15:23:01,NHS070287
100,000310175037,1,1,001000147078,,,,,,,,PO REQUESTED CNSL150501,18-05-2015,,,,,,,,,,,,,18-05-2015,15:29:45,NHS070287
100,000310175040,1,1,001000147090,,,,,,,,PO REQUESTED CNSL150501,18-05-2015,,,,,,,,,,,,,18-05-2015,15:34:10,NHS070287
100,000310175043,1,1,001000147092,,,,,,,,PO REQUESTED CNSL150501,18-05-2015,,,,,,,,,,,,,18-05-2015,15:46:06,NHS070287
100,000310177691,1,1,001000110394,,,,,,,,,,,,,,,,,,,,,,,,
100,000310179666,1,1,001000113264,,,,,,,,,,,,,,,,,,,,,,,,
100,000310179676,1,1,001000112310,,,,,,,,,,,,,,,,,,,,,,,,
100,000310194730,1,1,001000119877,,,,,,,,,,,,,,,,,,,,,,,,
100,000310203118,1,1,001000124052,,,,,,,,,,,,,,,,,,,,,,,,
100,000310221936,1,1,001000135672,,,,,,,,,,,,,,,,,,,,,,,,
100,000310222283,1,1,001000135689,,,,,,,,,,,,,,,,,,,,,,,,
100,000310222287,1,1,001000135686,,,,,,,,,,,,,,,,,,,,,,,,
100,000310222288,1,1,001000135691,,,,,,,,,,,,,,,,,,,,,,,,
100,000310222292,1,1,001000135692,,,,,,,,,,,,,,,,,,,,,,,,
100,000310222314,1,1,001000135674,,,,,,,,,,,,,,,,,,,,,,,,
100,000310223224,1,1,001000134153,,,,,,,,,,,,,,,,,,,,,,,,
100,000310229922,1,1,001000147093,,,,,,,,PO REQUESTED CNSL150501,18-05-2015,,,,,,,,,,,,,18-05-2015,15:49:59,NHS070287
100,000310229923,1,1,001000147094,,,,,,,,PO REQUESTED CNSL150501,18-05-2015,,,,,,,,,,,,,18-05-2015,15:53:01,NHS070287
100,000310229924,1,1,001000147095,,,,,,,,PO REQUESTED CNSL150501,18-05-2015,,,,,,,,,,,,,18-05-2015,15:56:02,NHS070287
100,000310229925,1,1,001000147096,,,,,,,,PO REQUESTED CNSL150501,18-05-2015,,,,,,,,,,,,,18-05-2015,15:59:02,NHS070287
100,000310229927,1,1,001000147097,,,,,,,,PO REQUESTED CNSL150501,18-05-2015,,,,,,,,,,,,,18-05-2015,16:04:01,NHS070287
100,000310229928,1,1,001000147098,,,,,,,,PO REQUESTED CNSL150501,18-05-2015,,,,,,,,,,,,,18-05-2015,16:07:03,NHS070287
100,000310229929,1,1,001000147099,,,,,,,,PO REQUESTED CNSL150501,18-05-2015,,,,,,,,,,,,,18-05-2015,16:09:17,NHS070287
100,000310229930,1,1,001000147100,,,,,,,,PO REQUESTED CNSL150501,18-05-2015,,,,,,,,,,,,,18-05-2015,16:11:38,NHS070287
100,000310229932,1,1,001000147101,,,,,,,,PO REQUESTED CNSL150501,18-05-2015,,,,,,,,,,,,,18-05-2015,16:13:41,NHS070287
100,000310229934,1,1,001000147102,,,,,,,,PO REQUESTED CNSL150501,18-05-2015,,,,,,,,,,,,,18-05-2015,16:15:35,NHS070287
100,000310229935,1,1,001000147103,,,,,,,,PO REQUESTED CNSL150501,18-05-2015,,,,,,,,,,,,,18-05-2015,16:17:00,NHS070287
100,000310250017,1,1,001000148515,,,,,,,,PO REQUESTED CNSL150502,27-05-2015,,,,,,,,,,,,,27-05-2015,09:59:53,NHS070287
100,000310250018,1,1,001000148520,,,,,,,,PO REQUESTED CNSL150502,27-05-2015,,,,,,,,,,,,,27-05-2015,10:04:23,NHS070287
100,000310287615,1,1,001000436535,,,,,,,,,,,,,,,,,,,,,,,,
100,000310287722,1,1,001000188869,MISSING,10-10-2020,26-01-2016,MISSING,,,,,,,,,,,,,,,,3,,26-01-2016,15:30:15,ALEREMOTE
100,000310288748,1,1,001000261985,,,,,,,,,,,,,,,,,,,,,,,,
100,000310294919,1,1,001000177110,"CW 00,0000",,13-11-2015,"CW 00,0000",,WE erst am 05.10.15,13-11-2015,,,,,,,,,,,WE erst am 05.10.15,,5A,,13-11-2015,17:39:30,ALEREMOTE
100,000310305049,1,1,001000190032,,,,,,,,,,,,,,,,,,,,,,,,
100,000310315163,2,1,001000182249,,,,,,,,,,,,,,,,,,,,,,,,
100,000310315163,3,1,001000182246,,,,,,,,,,,,,,,,,,,,,,,,
100,000310315395,1,1,001000262004,,,,,,,,,,,,,,,,,,,,,,,,
100,000310322472,1,1,001000437729,,,,,,,,,,,,,,,,,,,,,,,,
100,000310322485,1,1,001000345213,,,,,,,,,,,,,,,,,,,,,,,,
100,000310322488,1,1,001000345214,,,,,,,,,,,,,,,,,,,,,,,,
100,000310322494,1,1,001000345215,,,,,,,,,,,,,,,,,,,,,,,,
100,000310325881,1,1,001000188280,,,,,,,,,,,,,,,,,,,,,,,,
100,000310325961,1,1,001000189838,,,,,,,,,,,,,,,,,,,,,,,,
100,000310328263,1,1,001000436530,,,,,,,,,,,,,,,,,,,,,,,,
100,000310328264,1,1,001000436555,,,,,,,,,,,,,,,,,,,,,,,,
100,000310328265,1,1,001000436523,,,,,,,,,,,,,,,,,,,,,,,,
100,000310328273,1,1,001000465076,,,,,,,,,,,,,,,,,,,,,,,,
100,000310328598,1,1,001000188299,,,,,,,,,,,,,,,,,,,,,,,,
100,000310333903,1,1,001000197762,,,,,,,,,,,,,,,,,,,,,,,,
100,000310336501,1,1,001000195567,,,,,,,,,,,,,,,,,,,,,,,,
100,000310337754,1,1,001000195228,,,,,,,,,,,,,,,,,,,,,,,,
100,000310339222,1,1,001000465113,,,,,,,,,,,,,,,,,,,,,,,,
100,000310341205,1,1,001000196094,,,,,,,,,,,,,,,,,,,,,,,,
100,000310341348,1,1,001000201670,,,,,,,,,,,,,,,,,,,,,,,,
100,000310342730,1,1,001000198762,,,,,,,,,,,,,,,,,,,,,,,,
100,000310343873,1,1,001000214610,"CW 41,2020",10-10-2020,25-05-2016,"CW 41,2020",,,,,,Item on loan,25-05-2016,,,,,,,Item on loan,,5,,25-05-2016,08:19:51,NHS001867
100,000310343873,2,1,001000214611,"CW 41,2020",10-10-2020,25-05-2016,"CW 41,2020",,,,,,Item on loan,25-05-2016,,,,,,,Item on loan,,5,,25-05-2016,08:19:51,NHS001867
100,000310343873,3,1,001000214612,"CW 41,2020",10-10-2020,25-05-2016,"CW 41,2020",,,,,,Item on loan,25-05-2016,,,,,,,Item on loan,,5,,25-05-2016,08:19:51,NHS001867
100,000310343873,4,1,001000214613,"CW 41,2020",10-10-2020,25-05-2016,"CW 41,2020",,,,,,Item on loan,25-05-2016,,,,,,,Item on loan,,5,,25-05-2016,08:19:52,NHS001867
100,000310343873,5,1,001000214614,"CW 41,2020",10-10-2020,25-05-2016,"CW 41,2020",,,,,,Item on loan,25-05-2016,,,,,,,Item on loan,,5,,25-05-2016,08:19:52,NHS001867
100,000310343873,6,1,001000214615,"CW 41,2020",10-10-2020,25-05-2016,"CW 41,2020",,,,,,Item on loan,25-05-2016,,,,,,,Item on loan,,5,,25-05-2016,08:19:52,NHS001867
100,000310344795,1,1,001000200067,,,,,,,,,,,,,,,,,,,,,,,,
100,000310346148,1,1,001000200068,,,,,,,,,,,,,,,,,,,,,,,,
100,000310346265,1,1,001000198743,,,,,,,,,,,,,,,,,,,,,,,,
100,000310354090,1,1,001000261986,,,,,,,,,,,,,,,,,,,,,,,,
100,000310354091,1,1,001000261987,,,,,,,,,,,,,,,,,,,,,,,,
100,000310354092,1,1,001000262006,,,,,,,,,,,,,,,,,,,,,,,,
100,000310354093,1,1,001000262003,,,,,,,,,,,,,,,,,,,,,,,,
100,000310360192,1,1,001000230787,,,,,,,,,,,,,,,,,,,,,,,,
100,000310365283,1,1,001000259007,,,,,,,,,,,,,,,,,,,,,,,,
100,000310372947,1,1,001000259312,,,,,,,,,,,,,,,,,,,,,,,,
100,000310373260,1,1,001000259311,,,,,,,,,,,,,,,,,,,,,,,,
100,000310379282,1,1,001000242692,,,,,,,,,,,,,,,,,,,,,,,,
100,000310387770,1,1,001000215004,"CW 41,2020",10-10-2020,27-09-2016,"CW 41,2020",,,,,,Leihgabe,27-09-2016,,,,,,,Leihgabe,,5,,27-09-2016,09:32:24,NHS000813
100,000310390032,1,1,001000259038,,,,,,,,,,,,,,,,,,,,,,,,
100,000310412295,1,1,001000259031,,,,,,,,,,,,,,,,,,,,,,,,
100,000310414356,1,1,001000259342,,,,,,,,,,,,,,,,,,,,,,,,
100,000310415253,1,1,001000258963,,,,,,,,,,,,,,,,,,,,,,,,
100,000310415257,1,1,001000259008,,,,,,,,,,,,,,,,,,,,,,,,
100,000310415782,1,1,001000237018,,,,,,,,,,,,,,,,,,,,,,,,
100,000310418984,1,1,001000237641,,,,,,,,,,,,,,,,,,,,,,,,
100,000310425162,1,1,001000263683,,,,,,,,,,,,,,,,,,,,,,,,
100,000310426178,1,1,001000257463,,,,,,,,,,,,,,,,,,,,,,,,
100,000310430303,1,1,001000257460,,,,,,,,,,,,,,,,,,,,,,,,
100,000310431193,1,1,001000261989,,,,,,,,,,,,,,,,,,,,,,,,
100,000310431204,1,1,001000262002,,,,,,,,,,,,,,,,,,,,,,,,
100,000310436807,1,1,001000259006,,,,,,,,,,,,,,,,,,,,,,,,
100,000310438484,1,1,001000239756,,,,,,,,,,,,,,,,,,,,,,,,
100,000310439467,1,1,001000259350,,,,,,,,,,,,,,,,,,,,,,,,
100,000310446022,1,1,001000259570,,,,,,,,,,,,,,,,,,,,,,,,
100,000310446431,1,1,001000258966,,,,,,,,,,,,,,,,,,,,,,,,
100,000310446436,1,1,001000258982,,,,,,,,,,,,,,,,,,,,,,,,
100,000310446454,1,1,001000257461,,,,,,,,,,,,,,,,,,,,,,,,
100,000310447017,1,1,001000258980,,,,,,,,,,,,,,,,,,,,,,,,
100,000310448464,1,1,001000262017,,,,,,,,,,,,,,,,,,,,,,,,
100,000310448465,1,1,001000262018,,,,,,,,,,,,,,,,,,,,,,,,
100,000310448466,1,1,001000262016,,,,,,,,,,,,,,,,,,,,,,,,
100,000310449934,1,1,001000259046,,,,,,,,,,,,,,,,,,,,,,,,
100,000310451505,1,1,001000259335,,,,,,,,,,,,,,,,,,,,,,,,
100,000310453505,1,1,001000259315,,,,,,,,,,,,,,,,,,,,,,,,
100,000310455308,1,1,001000246475,,,,,,,,,,,,,,,,,,,,,,,,
100,000310455308,4,1,001000251431,,,,,,,,,,,,,,,,,,,,,,,,
100,000310455309,1,1,001000246411,MISSING,10-10-2020,25-10-2016,MISSING,,,,,,Keine Fehlerangabe vom Kunde,25-10-2016,,,,,,,Keine Fehlerangabe vom Kunde,,5,,25-10-2016,14:13:47,NHS001549
100,000310455836,1,1,001000257438,,,,,,,,,,,,,,,,,,,,,,,,
100,000310456063,1,1,001000262001,,,,,,,,,,,,,,,,,,,,,,,,
100,000310456064,1,1,001000262000,,,,,,,,,,,,,,,,,,,,,,,,
100,000310456667,1,1,001000257462,,,,,,,,,,,,,,,,,,,,,,,,
100,000310458160,1,1,001000259572,,,,,,,,,,,,,,,,,,,,,,,,
100,000310460465,1,1,001000259339,,,,,,,,,,,,,,,,,,,,,,,,
100,000310462072,1,1,001000259308,,,,,,,,,,,,,,,,,,,,,,,,
100,000310479486,1,1,001000264844,,,,,,,,,,,,,,,,,,,,,,,,
100,000310481312,1,1,001000264846,,,,,,,,,,,,,,,,,,,,,,,,
100,000310483270,1,1,001000261988,,,,,,,,,,,,,,,,,,,,,,,,
100,000310483271,1,1,001000262012,,,,,,,,,,,,,,,,,,,,,,,,
100,000310483272,1,1,001000262008,,,,,,,,,,,,,,,,,,,,,,,,
100,000310483273,1,1,001000262010,,,,,,,,,,,,,,,,,,,,,,,,
100,000310483274,1,1,001000262015,,,,,,,,,,,,,,,,,,,,,,,,
100,000310483275,1,1,001000262007,,,,,,,,,,,,,,,,,,,,,,,,
100,000310483276,1,1,001000262011,,,,,,,,,,,,,,,,,,,,,,,,
100,000310483277,1,1,001000262014,,,,,,,,,,,,,,,,,,,,,,,,
100,000310483278,1,1,001000261983,,,,,,,,,,,,,,,,,,,,,,,,
100,000310483279,1,1,001000262009,,,,,,,,,,,,,,,,,,,,,,,,
100,000310486420,1,1,001000260881,,,,,,,,,,,,,,,,,,,,,,,,
100,000310504524,1,1,001000270628,,,,,,,,,,,,,,,,,,,,,,,,
100,000310507432,1,1,001000281818,"CW 22,2017",31-05-2017,10-04-2017,"CW 17,2017;CW 22,2017",30-04-2017,Vendor Bearbeitung m. WK/ME 12.04.17/Noch kein Vendor definiert/ME 29.03.17/In Klärung wo BG bearbeitet. ME 29.03.17,12-04-2017,,,,,,,,,,,Vendor Bearbeitung m. WK/ME 12.04.17/Noch kein Vendor definiert/ME 29.03.17/In Klärung wo BG bearbeitet. ME 29.03.17,,3,,12-04-2017,15:21:58,NHS000085
100,000310517963,1,1,001000277592,,,,,,,,,,,,,,,,,,,,,,,,
100,000310520028,15,1,001000328506,,,,,,,,,,,,,,,,,,,,,,,,
100,000310549182,2,1,001000295435,,,,,,,,,,,,,,,,,,,,,,,,
100,000310578309,1,1,001000309003,,,,,,,,,,,,,,,,,,,,,,,,
